Date,511360.SH,511030.SH,159650.SZ,159649.SZ,511520.SH,511380.SH,159816.SZ,159972.SZ,511220.SH,511020.SH,511060.SH,511270.SH,511010.SH,511260.SH
2020/7/2,0.0000,-0.0596,0.0000,0.0000,0.0000,1.4766,0.0000,-0.1881,-0.0658,0.0938,-0.0580,0.0468,0.1113,0.1344
2020/7/3,0.0000,0.1557,0.0000,0.0000,0.0000,1.2544,0.0000,0.0519,-0.0062,0.0029,-0.0029,-0.0467,-0.1218,-0.1038
2020/7/6,0.0000,0.0000,0.0000,0.0000,0.0000,3.0922,0.0000,-0.1480,-0.4134,-0.2878,-0.4394,-0.7480,-0.5968,-0.9095
2020/7/7,0.0000,-0.2015,0.0000,0.0000,0.0000,-0.0673,0.0000,-0.2348,-0.6723,-0.3835,0.1382,0.0264,-0.2619,-0.4241
2020/7/8,0.0000,-0.0865,0.0000,0.0000,0.0000,0.8658,0.0000,-0.0685,0.5333,-0.2839,0.2169,0.0311,-0.1841,-0.3269
2020/7/9,0.0000,-0.0010,0.0000,0.0000,0.0000,0.8584,0.0000,0.1158,-0.3909,-0.3890,-0.1505,-0.1290,0.0099,-0.1722
2020/7/10,0.0000,-0.0010,0.0000,0.0000,0.0000,-1.2577,0.0000,-0.0096,-0.0561,0.0959,-0.1941,0.0999,0.3028,0.2482
2020/7/13,0.0000,0.0000,0.0000,0.0000,0.0000,1.2354,0.0000,-0.4822,-0.5661,0.0378,-0.1787,0.0283,-0.2581,-0.1712
2020/7/14,0.0000,0.0096,0.0000,0.0000,0.0000,-0.8987,0.0000,0.1492,-0.5788,0.2419,0.2284,0.1770,0.3804,0.3985
2020/7/15,0.0000,0.0010,0.0000,0.0000,0.0000,-0.9832,0.0000,0.2912,-0.0725,-0.0869,0.0405,0.3731,0.1787,0.3588
2020/7/16,0.0000,0.1482,0.0000,0.0000,0.0000,-1.3400,0.0000,0.0125,0.0925,0.3845,-0.2762,-0.2612,0.3281,0.2362
2020/7/17,0.0000,-0.1566,0.0000,0.0000,0.0000,-0.6351,0.0000,0.0203,-0.0011,0.0982,-0.0396,-0.0610,-0.1762,-0.2700
2020/7/20,0.0000,0.2887,0.0000,0.0000,0.0000,1.3079,0.0000,0.0154,-0.0609,0.0000,0.0000,0.0460,-0.2118,-0.1005
2020/7/21,0.0000,0.2879,0.0000,0.0000,0.0000,0.0388,0.0000,0.0135,0.6360,0.2885,-0.4660,0.5540,0.1859,0.0535
2020/7/22,0.0000,-0.4794,0.0000,0.0000,0.0000,0.5628,0.0000,-0.0077,0.0366,0.0959,0.3857,0.1027,0.3556,0.6196
2020/7/23,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1447,0.0000,0.0280,-0.0125,0.0958,0.0109,0.3442,0.2373,0.1179
2020/7/24,0.0000,0.0000,0.0000,0.0000,0.0000,-1.7586,0.0000,0.1224,-0.2130,-0.0507,0.0010,-0.2231,-0.1069,0.1664
2020/7/27,0.0000,0.0019,0.0000,0.0000,0.0000,-0.3246,0.0000,0.0510,0.3213,0.4720,-0.0218,-0.2599,0.1054,0.0467
2020/7/28,0.0000,0.0000,0.0000,0.0000,0.0000,0.6513,0.0000,-0.0087,0.0918,-0.3230,-0.1287,0.0654,-0.1976,-0.2638
2020/7/29,0.0000,0.0981,0.0000,0.0000,0.0000,1.1078,0.0000,0.0183,-0.0782,-0.1922,0.0069,-0.1074,-0.1112,-0.1511
2020/7/30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0388,0.0000,0.0443,0.0751,-0.1897,0.0526,0.0888,-0.1040,-0.1982
2020/7/31,0.0000,0.3814,0.0000,0.0000,0.0000,0.5234,0.0000,0.0346,-0.0990,-0.1939,-0.2765,-0.1046,-0.1877,-0.3629
2020/8/3,0.0000,-0.0957,0.0000,0.0000,0.0000,1.1474,0.0000,0.0510,0.0501,0.0010,0.0278,-0.2692,-0.0821,0.0734
2020/8/4,0.0000,0.0958,0.0000,0.0000,0.0000,-0.1144,0.0000,0.0308,0.0626,0.0933,-0.1113,-0.0253,0.0123,0.0190
2020/8/5,0.0000,-0.0957,0.0000,0.0000,0.0000,0.5726,0.0000,-0.0019,-0.0042,-0.0269,-0.0676,0.1706,0.0452,0.1295
2020/8/6,0.0000,-0.2874,0.0000,0.0000,0.0000,0.1613,0.0000,0.0000,-0.0980,-0.2594,0.0030,-0.1619,-0.0863,0.0362
2020/8/7,0.0000,0.1921,0.0000,0.0000,0.0000,-0.9190,0.0000,-0.0528,-0.0115,0.0000,-0.0139,-0.1912,-0.0041,-0.1229
2020/8/10,0.0000,-0.0959,0.0000,0.0000,0.0000,0.0096,0.0000,-0.0211,0.2608,-0.0963,0.0488,0.0780,-0.0041,0.0959
2020/8/11,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7362,0.0000,-0.1134,0.2040,0.2845,0.0000,-0.1182,-0.0189,-0.1157
2020/8/12,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6839,0.0000,0.0096,-0.0093,-0.1394,0.1870,-0.0272,-0.3471,-0.1575
2020/8/13,0.0000,0.0000,0.0000,0.0000,0.0000,0.5140,0.0000,0.0144,0.2295,0.1348,0.1460,0.0103,0.0924,0.2565
2020/8/14,0.0000,0.0950,0.0000,0.0000,0.0000,0.4438,0.0000,-0.0327,-0.0425,-0.1125,0.3471,0.0000,0.0190,0.0353
2020/8/17,0.0000,0.0959,0.0000,0.0000,0.0000,1.0183,0.0000,-0.3744,0.0145,0.1232,0.1838,-0.1071,0.1055,0.0813
2020/8/18,0.0000,0.0010,0.0000,0.0000,0.0000,0.3709,0.0000,-0.3498,0.0508,0.1798,0.1973,0.4685,0.0642,0.0289
2020/8/19,0.0000,0.1897,0.0000,0.0000,0.0000,-0.5495,0.0000,-0.1745,0.0010,0.0115,0.1988,0.0927,-0.0963,-0.1616
2020/8/20,0.0000,-0.0449,0.0000,0.0000,0.0000,-0.7621,0.0000,-0.0291,0.2507,-0.0480,-0.0806,-0.3777,-0.2208,-0.2324
